z	dL [Mpc]	sigma_dL [Mpc] (CF approx)	sigma_dL [Mpc] (CF approx, gaussian prior)	sigma_dL [Mpc]=2dL/SNR	SNR_GW
0.252234696278401227	1272.65562154010604	112.480970531476998	84.7863623568459559	83.8692709263408788	30.3485557340263519
0.344609933836379056	1822.96529686033568	290.108294283399971	214.41777142501897	277.701026987126521	13.1289777113056445
0.187180995386861948	910.170850846196572	85.0339689499297862	62.9973234025970186	72.677076746811386	25.0469856958337047
0.231860782007879962	1156.79901386769984	160.589318810877927	85.9645428552443604	88.700559714210965	26.0832404574413488
0.329585799170872384	1730.78111727633473	421.622349477333728	197.34745114304485	250.742424126360025	13.8052515309823978
0.392180952775663005	2121.32736268982353	433.367343207986948	214.375622544869913	296.677348073563397	14.3005684556936536
0.1869789858787545	909.079619137376198	45.5371394211741105	43.8265737002203082	114.3695553231501927	15.8972309819475921
0.312666822281649548	1628.18601358833075	203.610180125941184	155.101758695698578	244.29663285208107	13.329582111548623
0.220661387107320639	1094.00676300519922	134.400578517139365	103.400558640089173	100.18267877586719	21.8402377810790256
0.0993096136794120454	456.862358745943936	12.9412927118205996	11.5212062899545078	22.0139828169035763	41.5065608568695055
0.202224226037431176	992.042898640767817	42.3446405501696432	40.0887502446155253	121.1228643714907327	16.3807701178221095
0.551079232886459991	3183.09333607088365	381.227714249652081	277.51882099773178	447.457871179240725	14.2274548782976442
0.398330101338272957	2160.5927571998327	424.520498089024727	192.614870115157714	307.855305543223317	14.0364172278101762
0.502917469972213205	2851.36328177396263	342.719106878442176	244.108852876639503	433.38922245530033	13.1584411149866636
0.137864207419894136	650.381325256162427	84.1264948623970241	74.3728503116629298	91.2226434645228005	14.259208033345379
0.183811062046665086	891.995484545360455	111.816652161574808	73.2448678217967029	56.4893091307627057	31.5810371297177497
0.146170923643397455	693.19382004887882	30.8244271016795572	28.6864929116151792	60.8927046826451205	22.7677132642276696
0.373175099969397905	2000.96414711777288	376.99619352641281	191.221217843614482	221.348300269303333	18.0797787440274043
0.251622687900762809	1269.14525593649705	85.5547456624877327	74.0521907551755163	135.121785504453254	18.7852055269750622
0.327668124307415098	1719.08736734720469	249.344185069033273	178.328613449238219	188.671538716434323	18.2230704115995294
0.277678685827477345	1420.22060452677329	149.038750603806704	112.483794641066936	124.586657775068823	22.7989197220599209
0.306121771640957885	1588.84834973920624	362.832614996675432	160.276515880708018	220.697176623027053	14.3984474477724636
0.197363345898188047	965.456636174138453	41.9957598937464454	39.140574473605902	77.7075894297337378	24.8484515671958235
0.30841910563182795	1602.63350284071339	124.735441347386342	82.668079692252249	108.084393088070918	29.6552250894323279
0.34612465671879189	1832.31479757514148	262.938812886807852	187.622379704863562	228.649189672150316	16.02730191348952
0.55764686081603565	3228.95322213033705	320.972669381635285	197.401218034661412	369.877988268506125	17.4595586898582234
0.28286260119235429	1450.66897597063416	273.08600405914774	131.024171280341506	143.020075360967935	20.2862286613861045
0.250015151863626439	1259.93356419582574	145.382250811036784	115.130747212477615	121.380149432789711	20.7601254419854335
0.216655119621992576	1071.7007455876435	62.3263634794917536	60.7164118165413882	161.942031968029383	13.2356094654810654
0.353424000862316845	1877.51065456282413	125.171840433051202	115.295845932158244	258.293660787932932	14.5377989443133746
0.305563239347123261	1585.50056433278564	211.784077611169408	121.683259796473934	187.909870398295828	16.875117427010526
0.395248529586977426	2140.89581316202157	342.24722997410862	208.981986577905843	212.90069804129318	20.1116843003190517
0.426421554147762727	2341.93582429609432	382.488064290464308	252.903289745199345	342.309796563262966	13.6831364326044138
0.25939910658601617	1313.88675608644849	113.896788192702829	93.3144406070677803	77.8470984180282298	33.7555742676767991
0.298356669111163431	1542.43503589785314	187.659760677460525	131.149068975702022	192.526130228626848	16.0231240722097823
0.298015039671612136	1540.39950952099343	304.010387742224168	137.741909956349332	209.085621263242891	14.7346288110515289
0.310126751477742602	1612.89601368682361	243.936168166558844	154.468377797906641	177.607428010699798	18.1624837626684865
0.277872333045108277	1421.3557046096264	184.296226619643988	139.924320554967664	177.227933157315595	16.0398609777609522
0.334261181329443602	1759.36021591694157	295.860649034345897	148.168067176878196	167.840443548466825	20.9646754825084329
0.18089729183764236	876.329586706313876	117.113889485737062	75.1017403862369264	66.3242933129110329	26.4255989150727366
0.365638212816475683	1953.65700330330583	193.110836902292107	154.349801262892726	152.113297207508182	25.6868668179375312
0.285728224770428696	1467.55555601418882	85.4618750763537634	79.2624829029471272	173.22644214171758	16.9437822294309193
0.344559957235523129	1822.65699279214618	207.034964477445556	162.830813397431655	215.630049400111045	16.9054081085899668
0.237533903598202034	1188.85007448367787	114.601362933030416	87.2439377358436587	115.584439822172893	20.5711093346600684
